Name,picture_link,Wikipedia_Link,division,rating,bouts,rounds,KOs,Career,Debut,vada,titles,ID,Birth Name,sex,Alias,Age,Nationality,Stance,Height,Reach,Residence,Birth Place,Win,Lose,Draw
Terence Crawford,https://boxrec.com/images/thumb/5/53/447121.jpeg/200px-447121.jpeg,https://boxrec.com/wiki/index.php?title=Fight:2981252,welter,5.0,40,233,77.5%,2008-2023,2008-03-14,,WBA Super World Welter,447121,Terence Allan Crawford,male,Bud,36,USA,southpaw,5′ 8″   /   173cm,74″   /   188cm,"Omaha, Nebraska, USA","Omaha, Nebraska, USA",40,0,0
Saul Alvarez,https://boxrec.com/images/thumb/7/74/Santos_Saul_Alvarez_Barragan1.jpg/200px-Santos_Saul_Alvarez_Barragan1.jpg,https://boxrec.com/wiki/index.php?title=Fight:3018692,super middle,5.0,64,484,65%,2005-2023,2005-10-29,,IBF World Super Middle,348759,Santos Saúl Álvarez Barragán,male,Canelo,33,Mexico,orthodox,5′ 8″   /   173cm,70½″   /   179cm,"Guadalajara, Jalisco, Mexico","Guadalajara, Jalisco, Mexico",60,2,2
Devin Haney,https://boxrec.com/images/thumb/7/7b/DevinHaney.jpg/200px-DevinHaney.jpg,https://boxrec.com/wiki/index.php?title=Fight:3046119,super light,5.0,31,210,48.39%,2015-2023,2015-12-11,,WBA Super World Light,741718,Devin Miles Haney,male,The Dream,25,USA,orthodox,5′ 8″   /   173cm,71″   /   180cm,"Las Vegas, Nevada, USA","San Francisco, California, USA",31,0,0
Dmitrii Bivol,https://boxrec.com/images/thumb/5/51/DmitryBivol1.jpg/200px-DmitryBivol1.jpg,https://boxrec.com/wiki/index.php?title=Fight:2804145,light heavy,5.0,22,184,50%,2014-2023,2014-11-28,,IBO World Light Heavy,703924,Дмитрий Юрьевич Бивол,male,,33,Russia,orthodox,6′ 0″   /   183cm,72″   /   183cm,"Indio, California, USA","Tokmak, Kyrgyzstan",22,0,0
Artur Beterbiev,https://boxrec.com/images/thumb/2/20/Artur_Beterbiev.jpeg/200px-Artur_Beterbiev.jpeg,,light heavy,5.0,20,98,100%,2013-2024,2013-06-08,,IBF World Light Heavy,646981,Артур Асильбекович Бетербиев,male,,39,Canada,orthodox,5′ 11½″   /   182cm,73″   /   185cm,"Montreal, Quebec, Canada","Khasavyurt, Russia",20,0,0
Naoya Inoue,https://boxrec.com/images/thumb/c/c5/628407.jpeg/200px-628407.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3061869,super bantam,5.0,26,156,88.46%,2012-2023,2012-10-02,,IBF World Super Bantam,628407,井上尚弥,male,Monster,30,Japan,orthodox,5′ 5″   /   165cm,67½″   /   171cm,"Yokohama, Kanagawa, Japan","Zama, Kanagawa, Japan",26,0,0
Gervonta Davis,https://boxrec.com/images/thumb/e/e6/643387.jpeg/200px-643387.jpeg,https://boxrec.com/wiki/index.php?title=Fight:2950522,light,5.0,29,130,93.1%,2013-2023,2013-02-22,,WBA World Light,643387,,male,Tank,29,USA,southpaw,5′ 5½″   /   166cm,67½″   /   171cm,"Baltimore, Maryland, USA","Baltimore, Maryland, USA",29,0,0
Emanuel Navarrete,https://boxrec.com/images/thumb/7/77/602423.jpg/200px-602423.jpg,https://boxrec.com/wiki/index.php?title=Fight:3040240,super feather,5.0,40,228,81.58%,2012-2023,2012-02-18,,WBO World Super Feather,602423,Emanuel Navarrete Martinez,male,Vaquero,29,Mexico,orthodox,5′ 7″   /   170cm,72″   /   183cm,"San Juan Zitlaltepec, Distrito Federal, Mexico","San Juan Zitlaltepec, Distrito Federal, Mexico",38,1,1
O'Shaquie Foster,https://boxrec.com/images/thumb/b/be/OshaniqueFosterBoxrec.jpg/200px-OshaniqueFosterBoxrec.jpg,https://boxrec.com/wiki/index.php?title=Fight:3088367,super feather,5.0,23,134,57.14%,2012-2023,2012-09-08,,WBC World Super Feather,626343,O’Shanique Dominique Williams Foster,male,Ice Water,30,USA,orthodox,5′ 8½″   /   174cm,72″   /   183cm,"Houston, Texas, USA","Orange, Texas, USA",21,2,0
David Benavidez,https://boxrec.com/images/thumb/0/08/DavidBenavidez1.jpg/200px-DavidBenavidez1.jpg,https://boxrec.com/wiki/index.php?title=Fight:3053483,super middle,5.0,28,136,85.71%,2013-2023,2013-08-17,,WBC Interim World Super Middle,672259,Anthony David Benavidez,male,The Monster Bandera Roja,27,USA,orthodox,6′ 2″   /   188cm,74½″   /   189cm,"Las Vegas, Nevada, USA","Phoenix, Arizona, USA",28,0,0
Gilberto Ramirez,https://boxrec.com/images/thumb/6/6f/GilbertoRamirezSanchez1.JPG/200px-GilbertoRamirezSanchez1.JPG,https://boxrec.com/wiki/index.php?title=Fight:3018563,cruiser,5.0,46,277,66.67%,2009-2023,2009-08-21,,,509666,Gilberto Ramirez Sanchez,male,Zurdo,32,Mexico,southpaw,6′ 2½″   /   189cm,75″   /   191cm,"Mazatlan, Sinaloa, Mexico","Mazatlan, Sinaloa, Mexico",45,1,0
Tim Tszyu,https://boxrec.com/images/thumb/8/8b/Tim_Tszyu.jpeg/200px-Tim_Tszyu.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3114603,super welter,5.0,24,129,70.83%,2016-2023,2016-12-17,,WBO World Super Welter,783149,Timofei Konstantinovich Tszyu,male,The Soul Taker,29,Australia,orthodox,5′ 8½″   /   174cm,70½″   /   179cm,"Rockdale, New South Wales, Australia","Sydney, New South Wales, Australia",24,0,0
Shakur Stevenson,https://boxrec.com/images/thumb/3/38/790719.jpeg/200px-790719.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3040238,light,5.0,21,145,47.62%,2017-2023,2017-04-22,,WBC World Light,790719,Ash-Shakur Nafi-Shahid Stevenson,male,,26,USA,southpaw,5′ 8″   /   173cm,68″   /   173cm,"Houston, Texas, USA","Newark, New Jersey, USA",21,0,0
Leigh Wood,https://boxrec.com/images/thumb/1/12/Leigh_Wood_2023.jpeg/200px-Leigh_Wood_2023.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3013649,feather,5.0,31,170,60.71%,2011-2023,2011-10-28,,WBA World Feather,582091,,male,'Leigh-thal',35,United Kingdom,orthodox,5′ 7″   /   170cm,67″   /   170cm,"Gedling, Nottinghamshire, United Kingdom","Nottingham, Nottinghamshire, United Kingdom",28,3,0
Oleksandr Usyk,https://boxrec.com/images/thumb/2/26/659772.jpg/200px-659772.jpg,https://boxrec.com/wiki/index.php?title=Fight:3107900,heavy,5.0,21,177,66.67%,2013-2023,2013-11-09,,IBF World Heavy,659772,Олександр Олександрович Усик,male,,37,Ukraine,southpaw,6′ 3″   /   191cm,78″   /   198cm,"Oxnard, California, USA","Simferopol, Crimea, Ukraine",21,0,0
Teofimo Lopez,https://boxrec.com/images/thumb/a/a4/TeofimoLopez.jpeg/200px-TeofimoLopez.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3096850,super light,5.0,20,113,68.42%,2016-2023,2016-11-05,,WBO World Super Light,776269,Teofimo Andres Lopez,male,The Takeover,26,USA,orthodox,5′ 8″   /   173cm,68½″   /   174cm,"Las Vegas, Nevada, USA","Brooklyn, New York, USA",19,1,0
Chris Eubank Jr,https://boxrec.com/images/thumb/f/f9/Eubankjr588468.jpeg/200px-Eubankjr588468.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3008515,middle,5.0,36,227,72.73%,2011-2023,2011-11-12,,,588468,,male,,34,United Kingdom,orthodox,5′ 11″   /   180cm,72½″   /   184cm,"Brighton, Sussex, United Kingdom","Hove, Sussex, United Kingdom",33,3,0
Jesse Rodriguez,https://boxrec.com/images/thumb/7/73/JesseRodriguez_2023.jpg/200px-JesseRodriguez_2023.jpg,https://boxrec.com/wiki/index.php?title=Fight:3020253,fly,5.0,19,103,63.16%,2017-2023,2017-03-10,,IBF World Fly,791293,Jesse James Rodríguez Franco,male,Bam,24,USA,southpaw,5′ 4″   /   163cm,67″   /   170cm,"San Antonio, Texas, USA","San Antonio, Texas, USA",19,0,0
Kenshiro Teraji,https://boxrec.com/images/thumb/5/59/Ken_Shiro.jpg/200px-Ken_Shiro.jpg,https://boxrec.com/wiki/index.php?title=Fight:3091538,light fly,5.0,24,174,60.87%,2014-2024,2014-08-03,,WBA Super World Light Fly,692967,寺地拳四朗,male,The Amazing Boy,32,Japan,orthodox,5′ 5″   /   165cm,64″   /   163cm,"Uji, Kyoto, Japan","Joyo, Kyoto, Japan",23,1,0
Vasyl Lomachenko,https://boxrec.com/images/thumb/6/68/Vasyl_Lomachenko1.JPG/200px-Vasyl_Lomachenko1.JPG,https://boxrec.com/wiki/index.php?title=Fight:3117208,light,5.0,20,188,64.71%,2013-2023,2013-10-12,,,659771,Vasyl Anatoliyovich Lomachenko,male,Loma,35,Ukraine,southpaw,5′ 7″   /   170cm,65½″   /   166cm,"Oxnard, California, USA","Bilhorod-Dnistrovskyi, Ukraine",17,3,0
Emmanuel Rodriguez,https://boxrec.com/images/thumb/c/ce/614887.jpg/200px-614887.jpg,https://boxrec.com/wiki/index.php?title=Fight:3007261,bantam,5.0,25,139,59.09%,2012-2023,2012-06-01,,IBF World Bantam,614887,Emmanuel Rodriguez Vazquez,male,Manny,31,Puerto Rico,orthodox,5′ 6″   /   168cm,66½″   /   169cm,"Vega Baja, Puerto Rico","Manati, Puerto Rico",22,2,0
Junto Nakatani,https://boxrec.com/images/thumb/f/fa/718508.jpg/200px-718508.jpg,https://boxrec.com/wiki/index.php?title=Fight:3091543,super fly,5.0,26,130,73.08%,2015-2023,2015-04-26,,WBO World Super Fly,718508,中谷潤人,male,,26,Japan,southpaw,5′ 7½″   /   172cm,67″   /   170cm,"Sagamihara, Kanagawa, Japan","Inabe-gun, Mie, Japan",26,0,0
Brandon Figueroa,https://boxrec.com/images/thumb/4/45/BrandonFigueroa.jpg/200px-BrandonFigueroa.jpg,https://boxrec.com/wiki/index.php?title=Fight:2935853,feather,5.0,26,153,75%,2015-2023,2015-05-09,,WBC Interim World Feather,718399,Brandon Lee Figueroa,male,The Heartbreaker,27,USA,orthodox,5′ 8″   /   173cm,72½″   /   184cm,"Weslaco, Texas, USA","Weslaco, Texas, USA",24,1,1
Anthony Joshua,https://boxrec.com/images/thumb/3/38/659461.jpeg/200px-659461.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3108619,heavy,5.0,30,160,88.89%,2013-2023,2013-10-05,,,659461,Anthony Oluwafemi Olaseni Joshua,male,'AJ',34,United Kingdom,orthodox,6′ 6″   /   198cm,82″   /   208cm,"Watford, Hertfordshire, United Kingdom","Watford, Hertfordshire, United Kingdom",27,3,0
Seigo Yuri Akui,https://boxrec.com/images/thumb/b/bf/685429_2024.jpg/200px-685429_2024.jpg,https://boxrec.com/wiki/index.php?title=Fight:3091537,fly,5.0,22,99,57.89%,2014-2024,2014-04-20,,WBA World Fly,685429,阿久井政悟,male,,28,Japan,orthodox,5′ 4″   /   163cm,,"Kurashiki, Okayama, Japan","Kurashiki, Okayama, Japan",19,2,1
Mario Barrios,https://boxrec.com/images/thumb/5/57/665878_2022-01-26.jpg/200px-665878_2022-01-26.jpg,https://boxrec.com/wiki/index.php?title=Fight:3027127,welter,5.0,30,174,64.29%,2013-2023,2013-11-11,,WBC Interim World Welter,665878,Mario Thomas Barrios,male,El Azteca,28,USA,orthodox,6′ 0″   /   183cm,71″   /   180cm,"San Antonio, Texas, USA","San Antonio, Texas, USA",28,2,0
Yudai Shigeoka,https://boxrec.com/images/thumb/a/a9/900843.jpg/200px-900843.jpg,https://boxrec.com/wiki/index.php?title=Fight:3119659,minimum,5.0,8,50,62.5%,2019-2023,2019-10-30,,WBC World Minimum,900843,重岡優大,male,,26,Japan,southpaw,5′ 3″   /   160cm,64″   /   162cm,"Tokyo, Japan","Kumamoto, Kumamoto, Japan",8,0,0
Regis Prograis,https://boxrec.com/images/thumb/8/82/611370.jpeg/200px-611370.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3046119,super light,5.0,31,160,82.76%,2012-2023,2012-04-28,,,611370,,male,Rougarou,35,USA,southpaw,5′ 8″   /   173cm,67″   /   170cm,"Houston, Texas, USA","New Orleans, Louisiana, USA",29,2,0
Jaime Munguia,https://boxrec.com/images/thumb/d/d1/659924.jpeg/200px-659924.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3085054,super middle,5.0,43,199,79.07%,2013-2024,2013-07-13,,,659924,Jaime Aaron Munguia Escobedo,male,,27,Mexico,orthodox,6′ 0″   /   183cm,,"Tijuana, Baja California, Mexico","Tijuana, Baja California, Mexico",43,0,0
John Ryder,https://boxrec.com/images/thumb/8/86/John_Ryder11.jpg/200px-John_Ryder11.jpg,https://boxrec.com/wiki/index.php?title=Fight:3085054,super middle,5.0,39,254,56.25%,2010-2024,2010-09-10,,,545557,,male,'The Gorilla',35,United Kingdom,southpaw,5′ 9″   /   175cm,72″   /   183cm,"Islington, London, United Kingdom","Islington, London, United Kingdom",32,7,0
Liam Smith,https://boxrec.com/images/thumb/1/11/LiamSmithBoxrec.JPG/200px-LiamSmithBoxrec.JPG,https://boxrec.com/wiki/index.php?title=Fight:3008515,middle,5.0,38,242,60.61%,2008-2023,2008-10-10,,,466535,Liam Mark Smith,male,'Beefy',35,United Kingdom,orthodox,5′ 9½″   /   176cm,,"Liverpool, Merseyside, United Kingdom","Liverpool, Merseyside, United Kingdom",33,4,1
Errol Spence Jr,https://boxrec.com/images/thumb/d/de/629465.jpeg/200px-629465.jpeg,https://boxrec.com/wiki/index.php?title=Fight:2981252,welter,5.0,29,151,78.57%,2012-2023,2012-11-09,,,629465,,male,The Truth,33,USA,southpaw,5′ 9½″   /   177cm,72″   /   183cm,"Desoto, Texas, USA","Long Island, New York, USA",28,1,0
Darius Fulghum,https://boxrec.com/images/thumb/9/90/861551.jpg/200px-861551.jpg,https://boxrec.com/wiki/index.php?title=Fight:3102451,super middle,5.0,10,32,90%,2021-2024,2021-12-16,,,861551,Darius Sherrod Fulghum,male,DFG,27,USA,orthodox,6′ 1″   /   185cm,,"Houston, Texas, USA","El Paso, Texas, USA",10,0,0
Luis Nery,https://boxrec.com/images/thumb/3/3d/LuisNeryBoxrec.jpg/200px-LuisNeryBoxrec.jpg,https://boxrec.com/wiki/index.php?title=Fight:3002047,super bantam,5.0,36,175,77.14%,2012-2023,2012-05-05,,,611983,Luis Esteban Neri Hernandez,male,Pantera,29,Mexico,southpaw,5′ 5″   /   165cm,65″   /   165cm,"Tijuana, Baja California, Mexico","Tijuana, Baja California, Mexico",35,1,0
Gabriela Fundora,https://boxrec.com/images/thumb/5/59/908739a.jpg/200px-908739a.jpg,https://boxrec.com/wiki/index.php?title=Fight:3102454,fly,5.0,14,77,46.15%,2021-2024,2021-05-15,,IBF World Fly,908739,Gabriela Diana Fundora,female,Sweet Poison,21,USA,southpaw,5′ 9″   /   175cm,,"Coachella, California, USA","Palm Beach, Florida, USA",13,0,0
Alantez Fox,https://boxrec.com/images/thumb/8/84/540128.jpeg/200px-540128.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3102451,super middle,5.0,36,192,46.43%,2010-2024,2010-07-31,,,540128,Alantez Jamal Fox,male,SlyAza,31,USA,orthodox,6′ 4″   /   193cm,79″   /   201cm,"Upper Marlboro, Maryland, USA","Washington, District of Columbia, USA",28,6,1
John Riel Casimero,https://boxrec.com/images/thumb/9/9d/421916_2023.jpeg/200px-421916_2023.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3028732,super bantam,5.0,38,252,66.67%,2007-2023,2007-06-03,,,421916,John Riel Reponte Casimero,male,Quadro Alas,34,Philippines,orthodox,5′ 4″   /   163cm,64″   /   163cm,"Ormoc City, Leyte, Philippines","Ormoc City, Leyte, Philippines",33,4,1
Christina Cruz,https://boxrec.com/images/thumb/0/00/866546a.jpg/200px-866546a.jpg,https://boxrec.com/wiki/index.php?title=Fight:3102454,fly,5.0,7,46,0%,2021-2024,2021-08-03,,,866546,,female,The Hell's Kitchen Kid,41,USA,orthodox,5′ 5″   /   165cm,,"Fort Lauderdale, Florida, USA","New York, New York, USA",6,1,0
Giovani Santillan,https://boxrec.com/images/thumb/4/4b/Giovanni_Santillan.jpeg/200px-Giovanni_Santillan.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3033647,welter,5.0,32,166,53.13%,2012-2023,2012-05-11,,,612589,,male,Gallo de Oro,32,USA,southpaw,5′ 8″   /   173cm,68½″   /   174cm,"San Diego, California, USA","San Diego, California, USA",32,0,0
Dan Azeez,https://boxrec.com/images/thumb/2/22/DanAzeez.jpeg/200px-DanAzeez.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3005967,light heavy,5.0,21,141,65%,2017-2024,2017-12-02,,,819304,Daniel Azeez,male,'Super',34,United Kingdom,orthodox,5′ 10″   /   178cm,,"Lewisham, London, United Kingdom",,20,1,0
Joshua Buatsi,https://boxrec.com/images/thumb/8/87/JoshuaBuatsi1.jpg/200px-JoshuaBuatsi1.jpg,https://boxrec.com/wiki/index.php?title=Fight:2952470,light heavy,5.0,18,99,72.22%,2017-2024,2017-07-01,,,801693,,male,,30,United Kingdom,orthodox,6′ 2″   /   188cm,74½″   /   189cm,"Croydon, London, United Kingdom","Accra, Ghana",18,0,0
Stephen Fulton,https://boxrec.com/images/thumb/f/fe/StephenFultonBoxrec.jpg/200px-StephenFultonBoxrec.jpg,https://boxrec.com/wiki/index.php?title=Fight:2958039,super bantam,5.0,22,151,38.1%,2014-2023,2014-10-04,,,700183,Stephen Fulton Jr.,male,Cool Boy Steph,29,USA,orthodox,5′ 6½″   /   169cm,70½″   /   179cm,"Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA",21,1,0
Conor Benn,https://boxrec.com/images/thumb/2/26/Conorbenn12.jpg/200px-Conorbenn12.jpg,https://boxrec.com/wiki/index.php?title=Fight:3096278,welter,5.0,23,106,60.87%,2016-2024,2016-04-09,,,750377,Conor Nigel Benn,male,'The Destroyer',27,United Kingdom,orthodox,5′ 8″   /   173cm,,"Ilford, Essex, United Kingdom","Essex, United Kingdom",23,0,0
Richardson Hitchins,https://boxrec.com/images/thumb/4/45/Richardson_Hitchins.JPG/200px-Richardson_Hitchins.JPG,https://boxrec.com/wiki/index.php?title=Fight:3113140,super light,5.0,17,106,41.18%,2017-2023,2017-03-04,,,787807,,male,,26,USA,orthodox,5′ 10″   /   178cm,74″   /   188cm,"Manhattan, New York, USA","Brooklyn, New York, USA",17,0,0
Sam Goodman,https://boxrec.com/images/thumb/7/73/832952.jpeg/200px-832952.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3118400,super bantam,5.0,17,121,41.18%,2018-2023,2018-04-13,,,832952,,male,,25,Australia,orthodox,5′ 6½″   /   169cm,,"Albion Park, New South Wales, Australia","Albion Park, New South Wales, Australia",17,0,0
Peter Dobson,https://boxrec.com/images/thumb/b/b7/Peter_Dobson.jpeg/200px-Peter_Dobson.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3096278,welter,5.0,17,89,56.25%,2014-2024,2014-09-20,,,699549,,male,,33,USA,orthodox,5′ 10″   /   178cm,,"The Bronx, New York, USA","The Bronx, New York, USA",16,1,0
Arnold Barboza Jr,https://boxrec.com/images/thumb/e/e7/ArnoldBarbozaJr.jpg/200px-ArnoldBarbozaJr.jpg,https://boxrec.com/wiki/index.php?title=Fight:3075007,super light,5.0,29,178,37.93%,2013-2024,2013-06-14,,,655301,,male,,32,USA,orthodox,5′ 9″   /   175cm,72″   /   183cm,"Los Angeles, California, USA","Long Beach, California, USA",29,0,0
Mauricio Lara,https://boxrec.com/images/thumb/2/26/783107.jpeg/200px-783107.jpeg,https://boxrec.com/wiki/index.php?title=Fight:2959606,feather,5.0,30,137,73.08%,2015-2023,2015-10-10,,,783107,Mauricio Lara Acosta,male,Bronco,25,Mexico,orthodox,5′ 7″   /   170cm,67″   /   170cm,"Mexico City, Distrito Federal, Mexico","Mexico City, Distrito Federal, Mexico",26,3,1
Tyson Fury,https://boxrec.com/images/thumb/3/3a/TysonFury12.jpg/200px-TysonFury12.jpg,https://boxrec.com/wiki/index.php?title=Fight:3107900,heavy,5.0,35,230,70.59%,2008-2023,2008-12-06,,WBC World Heavy,479205,Tyson Luke Fury,male,The Gypsy King,35,United Kingdom,orthodox,6′ 9″   /   206cm,85″   /   216cm,"Morecambe, Lancashire, United Kingdom","Manchester, Lancashire, United Kingdom",34,0,1
Jaron Ennis,https://boxrec.com/images/thumb/e/e0/JaronEnnis.jpeg/200px-JaronEnnis.jpeg,https://boxrec.com/wiki/index.php?title=Fight:2990715,welter,5.0,32,101,90.32%,2016-2023,2016-04-30,,IBF Interim World Welter,756515,,male,Boots,26,USA,orthodox,5′ 10″   /   178cm,74″   /   188cm,"Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA",31,0,0
Fernando Daniel Martinez,https://boxrec.com/images/thumb/3/33/Fernando_Daniel_Martinez.jpeg/200px-Fernando_Daniel_Martinez.jpeg,https://boxrec.com/wiki/index.php?title=Fight:2947191,super fly,5.0,16,103,56.25%,2017-2023,2017-08-25,,IBF World Super Fly,809729,Fernando Daniel Martinez,male,Pumita,32,Argentina,orthodox,5′ 2″   /   157cm,64″   /   163cm,"Buenos Aires, Distrito Federal, Argentina","Avellaneda, Buenos Aires, Argentina",16,0,0
Gennadiy Golovkin,https://boxrec.com/images/thumb/b/b9/GGG.jpg/200px-GGG.jpg,https://boxrec.com/wiki/index.php?title=Fight:2345157,middle,0.0,45,240,88.1%,2006-2022,2006-05-06,,,356831,Геннадий Геннадьевич Головкин,male,GGG,,Kazakhstan,orthodox,5′ 10½″   /   179cm,70″   /   178cm,"Los Angeles, California, USA","Karaganda, Kazakhstan",42,2,1
Marlon Tapales,https://boxrec.com/images/thumb/3/30/482863.jpg/200px-482863.jpg,https://boxrec.com/wiki/index.php?title=Fight:3061869,super bantam,5.0,41,268,51.35%,2008-2023,2008-07-18,,,482863,Marlon Tanan Tapales,male,Nightmare,31,Philippines,southpaw,5′ 4″   /   163cm,65″   /   165cm,"Kapatagan, Lanao del Norte, Philippines","Tubod, Lanao del Norte, Philippines",37,4,0
Murodjon Akhmadaliev,https://boxrec.com/images/thumb/f/fb/MURODJON_AKHMADALIEV.jpg/200px-MURODJON_AKHMADALIEV.jpg,https://boxrec.com/wiki/index.php?title=Fight:3072660,super bantam,5.0,13,89,75%,2018-2023,2018-03-10,,,828415,,male,MJ,29,Uzbekistan,southpaw,5′ 5½″   /   166cm,68″   /   173cm,"Indio, California, USA","Chust, Uzbekistan",12,1,0
Ben Whittaker,https://boxrec.com/images/thumb/7/71/851665BW.jpg/200px-851665BW.jpg,https://boxrec.com/wiki/index.php?title=Fight:3109699,light heavy,5.0,6,28,83.33%,2022-2024,2022-07-30,,,851665,Benjamin Whittaker,male,'The Surgeon',26,United Kingdom,orthodox,6′ 3″   /   191cm,,"West Bromwich, West Midlands, United Kingdom","West Bromwich, West Midlands, United Kingdom",6,0,0
Ryan Garcia,https://boxrec.com/images/thumb/2/2b/Ryan_Garcia.jpeg/200px-Ryan_Garcia.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3049365,super light,5.0,25,100,83.33%,2016-2023,2016-06-09,,,765995,,male,'King Ry',25,USA,orthodox,5′ 8½″   /   174cm,70″   /   178cm,"Los Angeles, California, USA","Victorville, California, USA",24,1,0
Julian Smith,https://boxrec.com/images/thumb/f/f3/843706.jpeg/200px-843706.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3106545,super light,5.0,10,46,62.5%,2018-2024,2018-07-29,,,843706,,male,The Quiet Storm,33,USA,,5′ 9″   /   175cm,,"Country Club Hills, Illinois, USA",,8,2,0
Khalil Coe,https://boxrec.com/images/thumb/e/e8/861528.jpg/200px-861528.jpg,https://boxrec.com/wiki/index.php?title=Fight:3104609,light heavy,5.0,9,34,75%,2021-2024,2021-05-29,,,861528,,male,Big Steppa,27,USA,orthodox,5′ 10″   /   178cm,,"Flemington, New Jersey, USA","Jersey City, New Jersey, USA",8,0,1
Rafael Espinoza,https://boxrec.com/images/thumb/c/ca/668600_2023.jpeg/200px-668600_2023.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3066137,feather,5.0,24,87,83.33%,2013-2023,2013-02-15,,WBO World Feather,668600,Rafael Espinoza Zepeda,male,El Divino,29,Mexico,orthodox,6′ 1″   /   185cm,,"Guadalajara, Jalisco, Mexico","Guadalajara, Jalisco, Mexico",24,0,0
Sunny Edwards,https://boxrec.com/images/thumb/0/07/SunnyEdwards775118.jpeg/200px-SunnyEdwards775118.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3020253,fly,5.0,21,170,20%,2016-2023,2016-09-24,,,775118,Sunny James Edwards,male,'Showtime',28,United Kingdom,orthodox,5′ 3″   /   160cm,60″   /   152cm,"Croydon, London, United Kingdom","Sutton, Surrey, United Kingdom",20,1,0
Jamaine Ortiz,https://boxrec.com/images/thumb/a/a6/Jamaine_Ortiz_2019.jpg/200px-Jamaine_Ortiz_2019.jpg,https://boxrec.com/wiki/index.php?title=Fight:3096850,super light,5.0,19,109,47.06%,2016-2023,2016-05-13,,,755909,,male,The Technician,27,USA,orthodox,5′ 8″   /   173cm,69″   /   175cm,"Worcester, Massachusetts, USA",,17,1,1
William Zepeda Segura,https://boxrec.com/images/thumb/1/1d/744388a.jpg/200px-744388a.jpg,https://boxrec.com/wiki/index.php?title=Fight:3115168,light,5.0,29,131,86.21%,2015-2023,2015-11-14,,,744388,,male,Camaron,27,Mexico,southpaw,5′ 9″   /   175cm,69½″   /   177cm,"San Mateo Atenco, México, Mexico","San Mateo Atenco, México, Mexico",29,0,0
Keyshawn Davis,https://boxrec.com/images/thumb/5/5a/861063.jpeg/200px-861063.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3096826,light,5.0,10,62,66.67%,2021-2023,2021-02-27,,,861063,,male,The Businessman,24,USA,orthodox,5′ 9″   /   175cm,70″   /   178cm,"Norfolk, Virginia, USA","Norfolk, Virginia, USA",9,0,0
Jose Carlos Ramirez,https://boxrec.com/images/thumb/3/32/JuanCarlosRamirez.jpg/200px-JuanCarlosRamirez.jpg,https://boxrec.com/wiki/index.php?title=Fight:2931518,super light,5.0,29,162,64.29%,2012-2023,2012-12-08,,,632104,Jose Carlos Ramirez,male,Jaguar,31,USA,orthodox,5′ 10″   /   178cm,72″   /   183cm,"Avenal, California, USA","Avenal, California, USA",28,1,0
Subriel Matias,https://boxrec.com/images/thumb/3/32/749669.jpeg/200px-749669.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3066959,super light,5.0,21,96,100%,2015-2023,2015-12-19,,IBF World Super Light,749669,Subriel Ahmed Matías Matthew,male,El Orgullo de Maternillo,31,Puerto Rico,orthodox,5′ 8″   /   173cm,71″   /   180cm,"Fajardo, Puerto Rico","Fajardo, Puerto Rico",20,1,0
Jose Pedraza,https://boxrec.com/images/thumb/e/e7/559909.jpeg/200px-559909.jpeg,https://boxrec.com/wiki/index.php?title=Fight:3096826,super light,0.0,35,270,48.28%,2011-2023,2011-02-18,,,559909,Jose Pedraza Gonzalez,male,Sniper,,Puerto Rico,orthodox,5′ 8″   /   173cm,70½″   /   179cm,"Cidra, Puerto Rico","Caguas, Puerto Rico",29,5,1
Luis Alberto Lopez,https://boxrec.com/images/thumb/e/e3/741197.jpg/200px-741197.jpg,https://boxrec.com/wiki/index.php?title=Fight:3094919,feather,5.0,31,175,55.17%,2015-2023,2015-11-06,,IBF World Feather,741197,Luis Alberto Lopez Vargas,male,El Venado,30,Mexico,orthodox,5′ 4″   /   163cm,66½″   /   169cm,"Mexicali, Baja California, Mexico","Mexicali, Baja California, Mexico",29,2,0
